Artist,Artist country,Artist genres,Artist sub genres,Artist uuid,Artist url,Career stage,Growth level,Gender,Type,Birth date,First release,Latest release,Total ISRC,Latest concert,Total concerts (last 3y),Upcoming concert,Soundcharts score Total,Soundcharts score Change, Soundcharts score Change %,Spotify followers Total,Spotify followers Change,Spotify followers Change %,Spotify monthly listeners Total,Spotify monthly listeners Change,Spotify monthly listeners Change %,Spotify popularity Total,Spotify popularity Change,Spotify popularity Change %,Tidal popularity Total,Tidal popularity Change,Tidal popularity Change %,YouTube subscribers Total,YouTube subscribers Change,YouTube subscribers Change %,YouTube daily views Total,YouTube daily views Change,YouTube daily views Change %,Youtube channel views Total,Youtube channel views Change,Youtube channel views Change %,Youtube posts,Youtube posts Change,Youtube posts Change %,Instagram followers Total,Instagram followers Change,Instagram followers Change %,Instagram posts Total,Instagram posts Change,Instagram posts Change %,Instagram following Total,Instagram following Change,Instagram following Change %,TikTok followers Total,TikTok followers Change,TikTok followers Change %,Tiktok likes Total,Tiktok likes Change,Tiktok likes Change %,Tiktok following Total,Tiktok following Change,Tiktok following Change %,Airplay plays Total,Airplay plays Change,Airplay plays Change %,Pandora monthly listeners Total,Pandora monthly listeners Change,Pandora monthly listeners Change %,Deezer fans Total,Deezer fans Change,Deezer fans Change %,Deezer popularity Total,Deezer popularity Change,Deezer popularity Change %,Amazon followers Total,Amazon followers Change,Amazon followers Change %,Facebook likes Total,Facebook likes Change,Facebook likes Change %,X followers Total,X followers Change,X followers Change %,X likes Total,X likes Change,X likes Change %,X posts Total,X posts Change,X posts Change %,X following Total,X following Change,X following Change %,Soundcloud followers Total,Soundcloud followers Change,Soundcloud followers Change %,Soundcloud posts Total,Soundcloud posts Change,Soundcloud posts Change %,Soundcloud following Total,Soundcloud following Change,Soundcloud following Change %,Songkick Fans Total,Songkick Fans Change,Songkick Fans Change %,Bandsintown followers Total,Bandsintown followers Change,Bandsintown followers Change %,Genius followers Total,Genius followers Change,Genius followers Change %,Netease followers Total,Netease followers Change,Netease followers Change %,Kkbox followers Total,Kkbox followers Change,Kkbox followers Change %,Weibo followers Total,Weibo followers Change,Weibo followers Change %,Weibo likes Total,Weibo likes Change,Weibo likes Change %,Weibo posts Total,Weibo posts Change,Weibo posts Change %,Weibo following Total,Weibo following Change,Weibo following Change %,Anghami followers Total,Anghami followers Change,Anghami followers Change %,Anghami plays Total,Anghami plays Change,Anghami plays Change %,Boomplay favorites Total,Boomplay favorites Change,Boomplay favorites Change %,Audiomack followers Total,Audiomack followers Change,Audiomack followers Change %,Audiomack plays Total,Audiomack plays Change,Audiomack plays Change %,Gaana favorites Total,Gaana favorites Change,Gaana favorites Change %,Jiosaavn followers Total,Jiosaavn followers Change,Jiosaavn followers Change %,Jiosaavn listeners Total,Jiosaavn listeners Change,Jiosaavn listeners Change %,Line music followers Total,Line music followers Change,Line music followers Change %,Melon Likes Total,Melon Likes Change,Melon Likes Change %,QQ Music Fans Total,QQ Music Fans Change,QQ Music Fans Change %,Yandex followers Total,Yandex followers Change,Yandex followers Change %,Yandex monthly listeners Total,Yandex monthly listeners Change,Yandex monthly listeners Change %,Vk fans Total,Vk fans Change,Vk fans Change %,Mixcloud followers Total,Mixcloud followers Change,Mixcloud followers Change %,Mixcloud following Total,Mixcloud following Change,Mixcloud following Change %,Twitch followers Total,Twitch followers Change,Twitch followers Change %,Last.fm listeners Total,Last.fm listeners Change,Last.fm listeners Change %,Patreon followers Total,Patreon followers Change,Patreon followers Change %,Patreon posts Total,Patreon posts Change,Patreon posts Change %,Unnamed: 188,Artist_Type,spotify_id,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url,lookup_status
Layz,Croatia,Hip Hop,balkan drill,6c87dacc-2305-49a0-b48e-d618bad11553,https://app.soundcharts.com/app/artist/layz-7/overview,long_tail,average_growth,,,,2/15/20,4/5/25,55,1/12/26,0,1/12/26,5120,120,2.4,21049.0,23.0,0.11,18552,1103,6.32,34,0,0.0,,,,98300.0,-100.0,-0.1,,,,27943691.0,150534.0,0.54,62.0,0.0,0.0,283564.0,-285.0,-0.1,880.0,5.0,0.57,775.0,-4.0,-0.51,,,,,,,,,,,,,,,,1186.0,15.0,1.28,25.0,-4.0,-13.79,,,,5370.0,-13.0,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/layz/,layz,https://www.tiktok.com/@layz,layz,https://www.youtube.com/@layz,,,,https://twitter.com/layz,layz,,,
Soukey,Switzerland,Hip Hop,"Hip-Hop/Rap, schweizer rap",561bcaa0-5663-11ea-9260-e4434b2a4898,https://app.soundcharts.com/app/artist/soukey/overview,long_tail,average_growth,female,person,,4/24/20,9/12/25,43,7/17/25,12,1/12/26,28654,654,2.34,4062.0,29.0,0.72,18540,-1380,-6.93,27,0,0.0,7.0,0.0,0.0,1070.0,0.0,0.0,,,,85772.0,263.0,0.31,9.0,0.0,0.0,8687.0,78.0,0.91,121.0,1.0,0.83,2367.0,39.0,1.68,,,,,,,,,,1764.0,109.0,6.59,,,,104.0,13.0,14.29,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,599.0,9.0,1.53,437.0,6.0,1.39,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1518.0,11.0,0.73,,,,,,,,,5opdTjPNqjz4eHPyYbpoZ6,https://www.instagram.com/soukey/,soukey,https://www.tiktok.com/@soukey,soukey,https://www.youtube.com/@soukey,,https://soundcloud.com/soukeyna-fall-387215469,soukeyna-fall-387215469,https://twitter.com/soukey,soukey,,,"spotify,soundcloud"
1crusafix,United States,"Hip Hop, Pop, Electro","Hip-Hop/Rap, hyperpop, glitch, contemporary hip hop, hip hop",5cc4e958-e5e5-4cfe-973f-9ed3b01e9eca,https://app.soundcharts.com/app/artist/1crusafix/overview,long_tail,average_growth,female,person,,2/11/21,11/21/25,179,1/12/26,0,1/12/26,36079,79,0.22,3036.0,114.0,3.9,18463,1545,9.13,33,1,3.13,17.0,0.0,0.0,616.0,9.0,1.48,,,,69949.0,2189.0,3.23,1.0,0.0,100.0,1080.0,37.0,3.55,,,,133.0,9.0,7.26,96.0,8.0,9.09,,,,18.0,1.0,5.88,,,,,,,18.0,0.0,0.0,16.0,15.0,1600.0,4.0,0.0,0.0,,,,50.0,1.0,2.04,44.0,0.0,0.0,23.0,-1.0,-4.17,16.0,1.0,6.67,3160.0,61.0,1.97,26.0,2.0,8.33,95.0,7.0,7.95,,,,,,,19.0,2.0,11.76,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69PpD9r6SCjGYKFMGvY3Ms,https://www.instagram.com/1crusafix/,1crusafix,https://www.tiktok.com/@1crusafix,1crusafix,https://www.youtube.com/@1crusafix,,https://soundcloud.com/1crusafix,1crusafix,https://twitter.com/1crusafix,1crusafix,,https://ayo.so/trin,"spotify,soundcloud+musicbrainz"
Laura Sette,Brazil,"Hip Hop, Latin","Hip-Hop/Rap, rap mineiro, belo horizonte indie, hip hop",47464754-c653-11e8-a13f-549f35141000,https://app.soundcharts.com/app/artist/laura-sette/overview,long_tail,average_growth,female,person,,5/13/18,8/5/25,62,7/2/22,0,1/12/26,34896,896,2.64,14113.0,14.0,0.1,18381,-1272,-6.47,28,0,0.0,15.0,0.0,0.0,16800.0,0.0,0.0,,,,2770204.0,0.0,0.0,37.0,0.0,0.0,24247.0,-142.0,-0.58,66.0,1.0,1.54,4984.0,-11.0,-0.22,1570.0,3.0,0.19,18600.0,0.0,0.0,106.0,0.0,0.0,19.0,2.0,11.76,,,,1201.0,0.0,0.0,17.0,-3.0,-15.0,39.0,0.0,0.0,,,,3100.0,-3.0,-0.1,1488.0,0.0,0.0,1945.0,0.0,0.0,158.0,-1.0,-0.63,811.0,1.0,0.12,29.0,0.0,0.0,7.0,0.0,0.0,540.0,2.0,0.37,,,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,14629.0,236.0,1.64,,,,,,,,,2fV8PxiOyYCfvTcVObDvYo,https://www.instagram.com/laurasette/,laurasette,https://www.tiktok.com/@laurasette,laurasette,https://www.youtube.com/@laurasette,,https://soundcloud.com/laura-sette-321165136,laura-sette-321165136,https://twitter.com/laurasette,laurasette,,,"spotify,soundcloud"
Mitaya,United States,"Pop, Hip Hop","Pop, Hip-Hop/Rap, pop, mainstream pop",5647e106-8b63-4996-b1c6-45c8ec17ffd6,https://app.soundcharts.com/app/artist/mitaya/overview,long_tail,explosive_growth,female,person,,10/31/19,12/19/25,64,1/12/26,0,1/12/26,39155,155,0.4,7762.0,105.0,1.37,18346,-3067,-14.32,27,0,0.0,27.0,0.0,0.0,2810.0,20.0,0.72,,,,279761.0,5661.0,2.07,43.0,3.0,7.5,,,,,,,,,,105300.0,100.0,0.1,1800000.0,0.0,0.0,1007.0,12.0,1.21,12.0,0.0,0.0,,,,62.0,6.0,10.71,7.0,0.0,0.0,11.0,1.0,10.0,37.0,-1.0,-2.63,,,,,,,,,,,,,,,,,,,,,,,,,740.0,17.0,2.35,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,33.0,1.0,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04payxLjRndgbmR2lv97S1,https://www.instagram.com/mitaya/,mitaya,https://www.tiktok.com/@mitaya,mitaya,https://www.youtube.com/@mitaya,,https://soundcloud.com/m1taya,m1taya,https://twitter.com/mitaya,mitaya,,,"spotify,soundcloud"
Lady Waks,Russia,Hip Hop,"breakbeat, nu skool breaks",11e81bd0-e61d-19da-a8ea-a0369fe50396,https://app.soundcharts.com/app/artist/lady-waks/overview,mid_level,average_growth,female,person,1/12/82,1/1/08,11/25/25,42,12/11/21,0,1/12/26,48143,143,0.3,9311.0,60.0,0.65,18333,-1379,-7.0,17,-1,-5.56,25.0,0.0,0.0,45100.0,0.0,0.0,0.0,0.0,0.0,9124068.0,21256.0,0.23,276.0,1.0,0.36,65669.0,282.0,0.43,5874.0,10.0,0.17,35.0,1.0,2.94,,,,,,,,,,34.0,0.0,0.0,,,,2005.0,36.0,1.83,10.0,-2.0,-16.67,111.0,5.0,4.72,,,,3391.0,-2.0,-0.06,258.0,0.0,0.0,3099.0,0.0,0.0,63.0,0.0,0.0,16900.0,31.0,0.18,4.0,0.0,0.0,17.0,0.0,0.0,1121.0,4.0,0.36,1940.0,4.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,5864.0,71.0,1.23,25123.0,0.0,0.0,40000.0,0.0,0.0,569.0,-1.0,-0.18,,,,,,,10945.0,0.0,0.0,,,,,,,,,0F1sGGOrJ0762Id0ES4KHj,https://www.instagram.com/ladywaks/,ladywaks,https://www.tiktok.com/@ladywaks,ladywaks,https://www.youtube.com/@ladywaks,,https://soundcloud.com/ladywaks,ladywaks,https://twitter.com/ladywaks,ladywaks,https://www.facebook.com/LadyWaksOfficial,http://ladywaks.com/,"spotify,soundcloud+musicbrainz"
Siamese,Denmark,"Pop, Hip Hop, Latin","Pop, Hip-Hop/Rap, pop lgbtq+ brasileira, indie curitibano, hip hop, trap",a3e64bb8-c9a4-11e8-a028-549f35161576,https://app.soundcharts.com/app/artist/siamese-3/overview,long_tail,average_growth,female,person,,11/9/18,12/15/25,69,1/12/26,0,1/12/26,21563,563,2.68,1802.0,8.0,0.45,18265,-2103,-10.33,22,0,0.0,3.0,0.0,0.0,12800.0,100.0,0.79,,,,878872.0,171650.0,24.27,421.0,6.0,1.45,11040.0,-34.0,-0.31,966.0,6.0,0.63,2548.0,26.0,1.03,4452.0,5.0,0.11,61800.0,500.0,0.82,84.0,0.0,0.0,,,,,,,92.0,1.0,1.1,20.0,-4.0,-16.67,2212.0,0.0,0.0,2886.0,0.0,0.0,716.0,-2.0,-0.28,6709.0,-2.0,-0.03,4928.0,0.0,0.0,273.0,-2.0,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0Hx4gv3eoiodtu6XYHF1X0,https://www.instagram.com/siamese_band/,siamese_band,https://www.tiktok.com/@siamese_band,siamese_band,https://www.youtube.com/@siamese_band,,https://soundcloud.com/siameserecords,siameserecords,https://twitter.com/siamesedk,siamesedk,https://www.facebook.com/sififi,http://www.sififi.com/,"spotify,soundcloud+musicbrainz"
Dai Burger,United States,"Alternative, Electro, Hip Hop","escape room, trap queen, lgbtq+ hip hop, rap, contemporary hip hop, hip hop, trap",11e81bc3-eb6f-789a-b5c2-a0369fe50396,https://app.soundcharts.com/app/artist/dai-burger/overview,long_tail,average_growth,female,person,,6/10/14,9/18/25,102,8/26/23,2,1/12/26,46451,451,0.98,50722.0,0.0,0.0,18190,222,1.24,22,0,0.0,43.0,0.0,0.0,4260.0,10.0,0.24,787.0,23.0,3.01,948933.0,7775.0,0.83,25.0,0.0,0.0,37618.0,-94.0,-0.25,208.0,1.0,0.48,5389.0,2.0,0.04,462.0,-3.0,-0.65,1389.0,0.0,0.0,235.0,3.0,1.29,133.0,-1.0,-0.75,200.0,-9.0,-4.31,577.0,22.0,3.96,16.0,-3.0,-15.79,123.0,0.0,0.0,8642.0,-13.0,-0.15,5506.0,-5.0,-0.09,4294.0,-5.0,-0.12,37516.0,-3.0,-0.01,470.0,-3.0,-0.63,6229.0,2.0,0.03,49.0,0.0,0.0,82.0,1.0,1.23,4983.0,7.0,0.14,4805.0,25.0,0.52,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,93.0,0.0,0.0,9242.0,0.0,0.0,,,,174.0,3.0,1.75,9338.0,72.0,0.78,,,,,,,,,,,,,,,,31.0,0.0,0.0,23.0,0.0,0.0,110.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1y6hiqeSWkQrJYXkU5PvUk,https://www.instagram.com/daiburger/,daiburger,https://www.tiktok.com/@daiburger,daiburger,https://www.youtube.com/@daiburger,,https://soundcloud.com/daiburger,daiburger,https://twitter.com/DaiBurger,DaiBurger,,https://www.daiburgerworld.com/,"spotify,soundcloud+musicbrainz"
Sinem,Turkey,"Pop, Hip Hop","Pop, Hip-Hop/Rap, deep turkish pop",11e81bbd-d252-8d12-b9e9-a0369fe50396,https://app.soundcharts.com/app/artist/sinem/overview,long_tail,average_growth,female,person,,8/7/06,4/21/23,45,11/2/25,9,1/12/26,2432,-568,-18.93,1875.0,44.0,2.4,18144,-965,-5.05,22,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.0,1.64,,,,320.0,2.0,0.63,15.0,1.0,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,4.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,304.0,0.0,0.0,14214.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2JolAkglUjazbqQetBefGk,https://www.instagram.com/sinem/,sinem,https://www.tiktok.com/@sinem,sinem,https://www.youtube.com/@sinem,,https://soundcloud.com/1doxan,1doxan,https://twitter.com/sinem,sinem,,,"spotify,soundcloud"
Chibi Ichigo,Belgium,Hip Hop,"Hip-Hop/Rap, vlaamse rap, contemporary hip hop, hip hop",725edd4e-c747-11e8-8c52-525400009efb,https://app.soundcharts.com/app/artist/chibi-ichigo/overview,long_tail,average_growth,female,person,4/25/98,8/4/19,12/5/25,46,6/7/25,23,1/12/26,38859,2859,7.94,9857.0,52.0,0.53,18130,-8944,-33.04,27,-2,-6.9,23.0,5.0,27.78,1310.0,0.0,0.0,,,,418774.0,865.0,0.21,18.0,0.0,0.0,18396.0,40.0,0.22,74.0,5.0,7.25,964.0,21.0,2.23,3364.0,-2.0,-0.06,97800.0,1100.0,1.14,336.0,7.0,2.13,255.0,33.0,14.86,,,,399.0,12.0,3.1,16.0,4.0,33.33,4.0,0.0,0.0,1776.0,-4.0,-0.22,,,,,,,,,,,,,48.0,0.0,0.0,42.0,0.0,0.0,,,,3433.0,23.0,0.67,1864.0,36.0,1.97,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,11.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,10621.0,226.0,2.17,,,,,,,,,0eARdjFMVY4Z92QEzM7dgN,https://www.instagram.com/chibiichigo/,chibiichigo,https://www.tiktok.com/@chibiichigo,chibiichigo,https://www.youtube.com/@chibiichigo,,https://soundcloud.com/chibiichigo-music,chibiichigo-music,https://twitter.com/chibiichigo,chibiichigo,,,"spotify,soundcloud"
Vanela,United Kingdom,Hip Hop,Hip-Hop/Rap,8680b2b2-5480-11ea-84c0-549f35161576,https://app.soundcharts.com/app/artist/vanela/overview,long_tail,average_growth,female,person,8/20/91,10/22/04,9/10/22,10,1/12/26,0,1/12/26,36061,61,0.17,798.0,7.0,0.88,18008,1375,8.27,29,1,3.57,21.0,0.0,0.0,4330.0,0.0,0.0,,,,4786.0,5.0,0.1,1.0,0.0,100.0,2296.0,-7.0,-0.3,135.0,0.0,0.0,279.0,-21.0,-7.0,104.0,0.0,0.0,787.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,6.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,,,,863.0,0.0,0.0,2951.0,-3.0,-0.1,1818.0,0.0,0.0,90.0,0.0,0.0,554.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,24.0,1.0,4.35,5397.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1v3Hk0YPwZXnxnKKyXOrmu,https://www.instagram.com/imvanela/,imvanela,https://www.tiktok.com/@imvanela,imvanela,https://www.youtube.com/@imvanela,,https://soundcloud.com/vanela,vanela,https://twitter.com/imvanela,imvanela,https://www.facebook.com/imvanela,,"spotify,soundcloud+musicbrainz"
Amber Woodhouse,United States,"Hip Hop, R&B, Folk","Hip-Hop/Rap, R&B/Soul, Singer/Songwriter",e82da136-d9c6-11e8-afa6-549f35161576,https://app.soundcharts.com/app/artist/amber-woodhouse/overview,long_tail,average_growth,female,person,,10/26/18,11/6/25,33,10/26/17,0,1/12/26,36858,858,2.38,809.0,16.0,2.02,17990,-13272,-42.45,23,-3,-11.54,24.0,0.0,0.0,651.0,7.0,1.09,,,,277483.0,2460.0,0.89,225.0,0.0,0.0,11213.0,13.0,0.12,1463.0,9.0,0.62,7499.0,0.0,0.0,4137.0,91.0,2.25,37100.0,1400.0,3.92,2555.0,43.0,1.71,56.0,4.0,7.69,,,,21.0,0.0,0.0,18.0,-4.0,-18.18,17.0,0.0,0.0,1251.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,100.0,,,,51.0,2.0,4.08,79.0,2.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,,,,,,,,,,,,1stAB5sEtU4AD3MQ0cYOtJ,https://www.instagram.com/amberwoodhouse/,amberwoodhouse,https://www.tiktok.com/@amberwoodhouse,amberwoodhouse,https://www.youtube.com/@amberwoodhouse,,https://soundcloud.com/amberwoodhouse,amberwoodhouse,https://twitter.com/amberwoodhouse,amberwoodhouse,,,"spotify,soundcloud"
Paula Perry,United States,"Hip Hop, R&B","Hip-Hop/Rap, R&B/Soul, golden age hip hop, contemporary hip hop, hip hop",11e81bbf-9e50-916a-a1ee-a0369fe50396,https://app.soundcharts.com/app/artist/paula-perry/overview,long_tail,average_growth,female,person,1/1/71,1/1/95,6/3/25,57,1/12/26,0,1/12/26,41672,672,1.64,6300.0,119.0,1.93,17972,-836,-4.44,22,0,0.0,40.0,0.0,0.0,960.0,0.0,0.0,523.0,118.0,29.14,538179.0,499.0,0.09,243.0,0.0,0.0,5226.0,20.0,0.38,2119.0,2.0,0.09,7500.0,4.0,0.05,546.0,9.0,1.68,487.0,21.0,4.51,387.0,-1.0,-0.26,366.0,5.0,1.39,,,,318.0,8.0,2.58,19.0,-5.0,-20.83,50.0,5.0,11.11,,,,1213.0,-2.0,-0.16,10883.0,-8.0,-0.07,14556.0,-1.0,-0.01,4751.0,-3.0,-0.06,607.0,0.0,0.0,,,,30.0,0.0,0.0,,,,619.0,1.0,0.16,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,404.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,38.0,1.0,2.7,106.0,3.0,2.91,9182.0,0.0,0.0,,,,,,,,,,,,,14942.0,87.0,0.59,,,,,,,,,1DsdaqNe4oqDiq0zA0EjwD,https://www.instagram.com/paulaperry/,paulaperry,https://www.tiktok.com/@paulaperry,paulaperry,https://www.youtube.com/@paulaperry,,https://soundcloud.com/paula-perry-official,paula-perry-official,https://twitter.com/paulaperry,paulaperry,,,"spotify,soundcloud"
Mariana Gueza,Mexico,"Hip Hop, R&B","Hip-Hop/Rap, R&B/Soul, contemporary hip hop",0d74fcd4-0289-4b36-b181-fe7fbe270942,https://app.soundcharts.com/app/artist/mariana-gueza/overview,long_tail,average_growth,female,person,,1/31/21,5/23/25,31,1/12/26,0,1/12/26,19767,767,4.04,8013.0,25.0,0.31,17948,-880,-4.67,23,0,0.0,2.0,0.0,0.0,11500.0,0.0,0.0,,,,1270938.0,25339.0,2.03,42.0,0.0,0.0,0.0,0.0,0.0,,,,,,,68800.0,-200.0,-0.29,1500000.0,0.0,0.0,2250.0,60.0,2.74,19.0,1.0,5.56,,,,177.0,0.0,0.0,14.0,-3.0,-17.65,53.0,0.0,0.0,33013.0,-119.0,-0.36,9772.0,-10.0,-0.1,2715.0,-4.0,-0.15,3112.0,-1.0,-0.03,213.0,-1.0,-0.47,268.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,,,,,,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4gajnjln5C1LrpbFpLwPkE,https://www.instagram.com/marianagueza/,marianagueza,https://www.tiktok.com/@marianagueza,marianagueza,https://www.youtube.com/@marianagueza,,https://soundcloud.com/marianagueza,marianagueza,https://twitter.com/marianagueza,marianagueza,,,"spotify,soundcloud"
Dyli,United States,"Pop, Hip Hop","Pop, Hip-Hop/Rap, contemporary hip hop",11e83fe7-a672-86cc-9878-aa1c026db3d8,https://app.soundcharts.com/app/artist/dyli/overview,long_tail,average_growth,female,person,,12/17/17,12/17/25,39,1/12/26,0,1/12/26,22758,758,3.45,9171.0,370.0,4.2,17932,3375,23.18,23,3,15.0,3.0,0.0,0.0,1170.0,10.0,0.86,,,,369235.0,0.0,0.0,19.0,1.0,5.56,21500.0,-90.0,-0.42,103.0,8.0,8.42,2434.0,17.0,0.7,930.0,323.0,53.21,55900.0,800.0,1.45,511.0,-2.0,-0.39,,,,,,,7.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,2692.0,-8.0,-0.3,33.0,0.0,0.0,11.0,0.0,0.0,86.0,0.0,0.0,35.0,-1.0,-2.78,1375.0,0.0,0.0,20.0,0.0,0.0,38.0,0.0,0.0,,,,227.0,2.0,0.89,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,,73.0,1.0,1.39,11738.0,18.0,0.15,,,,,,,,,,,,,,,,1.0,0.0,100.0,1.0,0.0,100.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,36poCYX9ukAvvGCv9YXno7,https://www.instagram.com/dyli/,dyli,https://www.tiktok.com/@dyli,dyli,https://www.youtube.com/@dyli,,https://soundcloud.com/daniele-laio,daniele-laio,https://twitter.com/Dylimusic,Dylimusic,https://www.facebook.com/dylimusic,,"spotify,soundcloud+musicbrainz"
Azjah,United States,Hip Hop,"Hip-Hop/Rap, contemporary hip hop, hip hop",f5206b06-d455-11e8-9705-549f35161576,https://app.soundcharts.com/app/artist/azjah/overview,long_tail,average_growth,female,person,,10/11/18,11/7/25,184,5/31/24,6,1/12/26,45961,-39,-0.08,8803.0,117.0,1.35,17921,-563,-3.05,25,1,4.17,50.0,0.0,0.0,36300.0,0.0,0.0,,,,12681009.0,57525.0,0.46,73.0,2.0,2.82,90090.0,-429.0,-0.47,13.0,5.0,62.5,865.0,-2.0,-0.23,25600.0,0.0,0.0,589300.0,2400.0,0.41,83.0,1.0,1.22,151.0,-15.0,-9.04,364.0,-9.0,-2.41,118.0,1.0,0.85,14.0,0.0,0.0,185.0,1.0,0.54,979.0,-4.0,-0.41,,,,,,,,,,,,,7465.0,7.0,0.09,63.0,0.0,0.0,1.0,0.0,100.0,2175.0,3.0,0.14,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,7247.0,0.0,0.0,,,,1874.0,5.0,0.27,950186.0,1658.0,0.17,,,,,,,,,,3.0,0.0,0.0,,,,4.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3VFIf5Tn1WYGKodgtyVwjL,https://www.instagram.com/azjah/,azjah,https://www.tiktok.com/@azjah,azjah,https://www.youtube.com/@azjah,,https://soundcloud.com/azjahmusic,azjahmusic,https://twitter.com/azjah,azjah,,,"spotify,soundcloud"
